COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION	
MÄ°MA3318.1,Environmental and Planning Law (2),2,3,24 / 30,Åžile,"D/K-211, D/K-211",NURAN ZEREN GÃœLERSOY 1,,STAFF,,"Faculty of Arts, Design and Architecture",2,NO	
MÄ°MA3900.1,Industrial Practice II,0,3,46 / 50,Åžile,,GÃœLAY,KEPSUTLU,STAFF,,"Faculty of Arts, Design and Architecture",0,NO	
MÄ°MA4401.1,Architectural Design Studio V (4),4,8,16 / 20,Åžile,"D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102",AYÅžE Ã–ZTÃœRK 1,,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
MÄ°MA4406.1,Culture and Architecture (3),3,5,16 / 20,Åžile,"ONLINE, ONLINE, ONLINE",PINAR,ENGÄ°NCAN,STAFF,"Cuma 14:30 - 15:20, Cuma 15:30 - 16:20, Cuma 16:30 - 17:20","Faculty of Arts, Design and Architecture",3,YES	
MÄ°MA4408.1,Sustainable Architecture (3),3,5,18 / 20,Åžile,"D/K-206, D/K-206, D/K-206",RÃœKSAN TUNA 8,,STAFF,,"Faculty of Arts, Design and Architecture",3,NO	
MÄ°MA4409.1,Disaster Resilient Urban and Architectural Design (3),3,5,15 / 20,Åžile,"D/K-203, D/K-203, D/K-203",STAFF  37,,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
MÄ°MA4411.1,Steel Structures (3),3,5,14 / 20,Åžile,"D/K-311, D/K-311, D/K-311",AYÅžE BERNA,BÃœYÃœKÅžÄ°ÅžLÄ°,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
MÄ°MA4421.1,Open and Green Space Design for Architecture (3),3,5,16 / 20,Åžile,"D/K-103, D/K-103, D/K-103",Ã–ZGE,Ã‡ELÄ°K YILMAZ,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO	
MÄ°MA4424.1,Contemporary Approaches In Architectural Presentation (3),3,5,19 / 20,Åžile,"D/K-103, D/K-103, D/K-103",FERHAT,BULDUK,STAFF,,"Faculty of Arts, Design and Architecture",3,NO	
MÄ°MA4900.1,Graduation Project (4),4,12,20 / 30,Åžile,"D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102",ELÄ°F,SÃœYÃœK MAKAKLI,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
MÄ°RE2144.1,Renovation Applications (3),3,4,9 / 10,Maslak,"A203, A203, A203",HATÄ°CE GÃœLHÄ°S,YÃœCEL,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20",Vocational School,3,NO	
MTT590.1,Thesis,0,70,16 / 20,Maslak,,STAFF,,STAFF,,School of Graduate Studies,0,NO	
MÃœHE4901.1,Introduction to Design Projects (1),1,1,28 / 30,Åžile,ONLINE,MEHMET,DEMÄ°RKOL,STAFF,Ã‡arÅŸamba 08:30 - 09:20,Faculty of Engineering and Natural Sciences,1,YES	
MYOD1401.1,Temel Ä°SG (3),3,3,5 / 85,Maslak,"B108, B108, B108",LEVENT,Ä°NCEDERE,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Vocational School,0,NO	
MYOD1401.2,Temel Ä°SG (3),3,3,35 / 55,Maslak,"A320, A320, A320",LEVENT,Ä°NCEDERE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,0,NO	
MYOD1401.3,Temel Ä°SG (3),3,3,2 / 70,Maslak,"B451, B451, B451",LEVENT,Ä°NCEDERE,STAFF,,Vocational School,0,NO	
MYOD1401.4,Temel Ä°SG (3),3,3,19 / 35,Maslak,"B351, B351, B351",LEVENT,Ä°NCEDERE,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,0,NO	
MYOD1401.5,Temel Ä°SG (3),3,3,5 / 45,Maslak,"A402, A402, A402",LEVENT,Ä°NCEDERE,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Vocational School,0,NO	
MYOD1401.6,Temel Ä°SG (3),3,3,7 / 60,Maslak,"B151, B151, B151",LEVENT,Ä°NCEDERE,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,0,NO	
OHES4411.1,Occupational Health and Safety I,0,2,17 / 150,Online,"ONLINE, ONLINE",SELDEN,Ã‡EPNÄ°,STAFF,"Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO	
OHES4412.1,Occupational Health and Safety II,0,2,81 / 150,Online,"ONLINE, ONLINE",SELDEN,Ã‡EPNÄ°,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO	
OHES4412.2,Occupational Health and Safety II,0,2,19 / 150,Online,"ONLINE, ONLINE",SELDEN,Ã‡EPNÄ°,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO	
OPÄ°S1121.1,Optisyenlik II (3),3,6,13 / 45,Maslak,"A404, A404, A404",EZGÄ°,CÃœRGÃœL,STAFF,"Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20, Ã‡arÅŸamba 17:30 - 18:20",Vocational School,0,NO	
OPÄ°S1121.2,Optisyenlik II (3),3,6,10 / 45,Maslak,"A103, A103, A103",EZGÄ°,CÃœRGÃœL,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,0,NO	
OPÄ°S1223.1,Technical Information and Application (3),3,5,14 / 45,Maslak,"A402, A402, A402",NESLÄ°HAN,GEZER,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,3,NO	
OPÄ°S1223.2,Technical Information and Application (3),3,5,7 / 45,Maslak,"A203, A203, A203",NESLÄ°HAN,GEZER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S1224.1,Optics II (3),3,5,16 / 45,Maslak,"B162, B162, B162",TÄ°MUR,CANEL,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, SalÄ± 17:30 - 18:20",Vocational School,3,NO	
OPÄ°S1224.2,Optics II (3),3,5,6 / 45,Maslak,"B162, B162, B162",TÄ°MUR,CANEL,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S1225.1,Use of Optical Instruments (3),3,4,15 / 45,Maslak,"A402, A402, A402",NESLÄ°HAN,GEZER,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20",Vocational School,3,NO	
OPÄ°S1225.2,Use of Optical Instruments (3),3,4,7 / 45,Maslak,"A203, A203, A203",NESLÄ°HAN,GEZER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S1226.1,Optics Laboratory (3),3,4,19 / 45,Maslak,"B162, B162, B162",TÄ°MUR,CANEL,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20",Vocational School,3,NO	
OPÄ°S1226.2,Optics Laboratory (3),3,4,6 / 45,Maslak,"B162, B162, B162",TÄ°MUR,CANEL,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2241.1,Visual Optics and Refraction (3),3,4,14 / 30,Maslak,"A402, A402, A402",GÃœNEÅž,Ã‡EVÄ°K,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, SalÄ± 17:30 - 18:20",Vocational School,3,NO	
OPÄ°S2241.2,Visual Optics and Refraction (3),3,4,3 / 30,Maslak,"A317, A317, A317",GÃœNEÅž,Ã‡EVÄ°K,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2242.1,Laboratory Training II (3),3,4,13 / 30,Maslak,"B211, B211, B211",EZGÄ°,CÃœRGÃœL,STAFF,"Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20",Vocational School,3,NO	
OPÄ°S2242.2,Laboratory Training II (3),3,4,1 / 30,Maslak,"B211, B211, B211",EZGÄ°,CÃœRGÃœL,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2243.1,Contact Lenses (3),3,4,17 / 30,Maslak,"A404, A404, A404",NESLÄ°HAN,GEZER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Vocational School,3,NO	
OPÄ°S2243.2,Contact Lenses (3),3,4,9 / 30,Maslak,"A404, A404, A404",NESLÄ°HAN,GEZER,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2251.1,Entrepreneurship (3),3,5,0 / 21,Maslak,"A320, A320, A320",YÄ°ÄžÄ°T ÅžERÄ°F,KARABULUT,STAFF,"Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20",Vocational School,3,NO	
OPÄ°S2251.2,Entrepreneurship (3),3,5,7 / 30,Maslak,"A320, A320, A320",YÄ°ÄžÄ°T ÅžERÄ°F,KARABULUT,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,3,NO	
OPÄ°S2251.3,Entrepreneurship (3),3,5,1 / 21,Maslak,"A402, A402, A402",YÄ°ÄžÄ°T ÅžERÄ°F,KARABULUT,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2251.4,Entrepreneurship (3),3,5,18 / 30,Maslak,"A404, A404, A404",YÄ°ÄžÄ°T ÅžERÄ°F,KARABULUT,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,3,NO	
OPÄ°S2909.1,Industrial Training,0,1,67 / 100,Maslak,,MUSTAFA,NARCI,STAFF,,Vocational School,0,NO	
ORDE0105.1,Orientation,0,1,30 / 100,Online,,Ã–ZLEM,Ä°NANÃ‡,STAFF,,Faculty of Common Courses,0,NO	
ORDE0106.1,Career Planning,0,1,0 / 100,Online,,Ã–ZLEM,Ä°NANÃ‡,STAFF,,Faculty of Common Courses,0,NO	
ORDE0106.2,Career Planning,0,1,0 / 100,Online,,Ã–ZLEM,Ä°NANÃ‡,STAFF,,Faculty of Common Courses,0,NO	
ORDE0106.3,Career Planning,0,1,75 / 100,Online,,Ã–ZLEM,Ä°NANÃ‡,STAFF,,Faculty of Common Courses,0,NO	
ORDE0107.1,YaratÄ±cÄ± DÃ¼ÅŸÃ¼nme ve Problem Ã‡Ã¶zme (Creative Thinking and Problem Solving) (2),2,3,55 / 140,Åžile,"-, -",BEDRÄ° SÄ°NA,GÃœNEÅž,STAFF,SalÄ± 08:30 - 09:20,Faculty of Common Courses,2,YES	
ORDE0108.1,BÃ¼yÃ¼k Eserler (Major Works) (2),2,3,47 / 150,Åžile,"-, -",Ã–DÃœL,CELEP,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20",Faculty of Common Courses,2,NO	
ORDE0202.1,"Nature, Science, Human II (3)",3,5,0 / 150,Online,"-, -, -",Ä°SMAÄ°L,KARAKURT,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Common Courses,3,NO	
ORDE0202.2,"Nature, Science, Human II (3)",3,5,45 / 150,Online,"-, -, -",TUÄžBA,Ã–ZTÃœRK,STAFF,"Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20",Faculty of Common Courses,3,NO	
ORDE0301.1,"Numbers, Formulas, Human I (3)",3,5,39 / 150,Åžile,"-, -, -",DENÄ°Z,KARLI,STAFF,,Faculty of Common Courses,3,NO	
ORDE0401.1,"Society, Science and Human (3)",3,4,0 / 70,Åžile,"-, -, -",Ã–ZLEM,KAYHAN PUSANE,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Common Courses,3,NO	
ORDE0401.2,"Society, Science and Human (3)",3,4,49 / 70,Åžile,"-, -, -",SEDA,DEMÄ°RALP,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Common Courses,3,NO	
ORDE0401.3,"Society, Science and Human (3)",3,4,5 / 70,Åžile,"-, -, -",Ã–ZLEM,Ä°NANÃ‡,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Common Courses,3,NO	
ORDE0401.4,"Society, Science and Human (3)",3,4,51 / 70,Åžile,"-, -, -",Ã–ZLEM,Ä°NANÃ‡,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Common Courses,3,NO	
ORDE0402.1,"Ethics, Law and Society (2)",2,3,80 / 150,Åžile,"-, -",AYÅžE DENÄ°Z,HAKYEMEZ,STAFF,,Faculty of Common Courses,2,YES	
ORDE0501.1,"Art, Society, Human (2)",2,3,95 / 150,Åžile,"-, -",Ä°BRAHÄ°M,CANSIZOÄžLU,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20",Faculty of Common Courses,2,YES	
PEM500T.1,GRADUATE SEMINAR,0,2,10 / 10,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO	
PEM502T.1,Ã‡evre ve Kent EstetiÄŸi (3),3,9,10 / 10,Maslak,,STAFF,,STAFF,,School of Graduate Studies,3,YES	
PEM504T.1,RECREATION AREA PLANNING (3),3,7,10 / 10,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO	
PEM505T.1,KENTSEL YEÅžIL AÃ‡IK ALAN SISTEMLERI (3),3,7,10 / 10,Maslak,,STAFF,,STAFF,,School of Graduate Studies,3,YES	
PEM590T.1,MASTER'S THESIS,0,60,12 / 12,Maslak,,ADNAN,UZUN,STAFF,,School of Graduate Studies,0,NO	
PHYS1111.1,Physics - Mechanics (3),3,5,4 / 90,Åžile,"DMF-212, DMF-212, DMF-212",TUÄžBA,Ã–ZTÃœRK,STAFF,"SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO	
PHYS1112.1,Physics - Electricity And Magnetism (3),3,5,4 / 95,Åžile,"DMF-313, DMF-313, DMF-313",Ä°SMAÄ°L,KARAKURT,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO	
PHYS1112.2,Physics - Electricity And Magnetism (3),3,5,3 / 95,Åžile,"DMF-313, DMF-313, DMF-313",Ä°SMAÄ°L,KARAKURT,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,3,NO	
PHYS1112.3,Physics - Electricity And Magnetism (3),3,5,-1 / 100,Åžile,"DMF-213, DMF-213, DMF-213",MEHMET CEM,GÃœÃ‡LÃœ,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO	
PHYS1114.1,Electricity And Magnetism Laboratory (1),1,1,5 / 40,Åžile,"LMF-216,LMF-217, LMF-216,LMF-217",TUÄžBA,Ã–ZTÃœRK,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.2,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Åžile,"LMF-216,LMF-217, LMF-216,LMF-217",TUÄžBA,Ã–ZTÃœRK,STAFF,"SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.3,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Åžile,"LMF-216,LMF-217, LMF-216,LMF-217",TUÄžBA,Ã–ZTÃœRK,STAFF,"SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.4,Electricity And Magnetism Laboratory (1),1,1,2 / 40,Åžile,"DMF-102, DMF-102",TUÄžBA,Ã–ZTÃœRK,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.5,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Åžile,"DMF-102, DMF-102",TUÄžBA,Ã–ZTÃœRK,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.6,Electricity And Magnetism Laboratory (1),1,1,0 / 41,Åžile,"DMF-102, DMF-102",TUÄžBA,Ã–ZTÃœRK,STAFF,"Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.7,Electricity And Magnetism Laboratory (1),1,1,0 / 40,Åžile,"DMF-102, DMF-102",TUÄžBA,Ã–ZTÃœRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.8,Electricity And Magnetism Laboratory (1),1,1,0 / 45,Åžile,"DMF-102, DMF-102",TUÄžBA,Ã–ZTÃœRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO	
PHYS1114.9,Electricity And Magnetism Laboratory (1),1,1,25 / 40,Åžile,"LMF-216, LMF-216",TUÄžBA,Ã–ZTÃœRK,STAFF,,Faculty of Engineering and Natural Sciences,2,NO	
POLS1201.1,Introduction to Political Science (3),3,6,6 / 40,Åžile,"D/K-507, D/K-507, D/K-507",RABÄ°A,KARAKAYA POLAT,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, SalÄ± 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS1201.2,Introduction to Political Science (3),3,6,6 / 40,Åžile,"D/K-503, D/K-503, D/K-503",RABÄ°A,KARAKAYA POLAT,STAFF,"Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS1502.1,Fundamentals of Law (3),3,6,21 / 40,Åžile,"D/K-301, D/K-301, D/K-301",DÄ°KRAN MÄ°GIRDÄ°Ã‡,ZENGÄ°NKUZUCU,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS2204.1,Introduction to Comparative Politics (3),3,6,19 / 40,Åžile,"AMF-012, AMF-012, AMF-012",SEDA,DEMÄ°RALP,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS2222.1,Social Science Research Methods (3),3,6,20 / 40,Åžile,"DMF-201, DMF-201, DMF-201",Ã–DÃœL,CELEP,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS3202.1,Political Theory II (3),3,7,24 / 40,Åžile,"D/K-411, D/K-411, D/K-411",EROL,ÃœLKER,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS3256.1,Political Economy (3),3,6,25 / 40,Åžile,"D/K-213, D/K-213, D/K-213",EROL,ÃœLKER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
POLS3548.1,Turkish Constitutional Law (3),3,6,24 / 40,Åžile,"ONLINE, ONLINE, ONLINE",DÄ°KRAN MÄ°GIRDÄ°Ã‡,ZENGÄ°NKUZUCU,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES	
POLS4242.1,Political Philosophy (3),3,5,33 / 40,Åžile,"DMF-400, DMF-400, DMF-400",Ã–RSAN KUNTER,Ã–YMEN,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, SalÄ± 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
PREP1112.1,Core 1.2 (8),8,10,11 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",HALÄ°L,AKTAN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.2,Core 1.2 (8),8,10,11 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",EBRU,Ã‡Ä°Ã‡EK Ã‡IRPICI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.3,Core 1.2 (8),8,10,10 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",OSMAN,BEDEL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.4,Core 1.2 (8),8,10,10 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",AYÅžE BUSE,Ã–ZTÃœRK,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.5,Core 1.2 (8),8,10,13 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",NURÄ°,ATEÅž,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.6,Core 1.2 (8),8,10,12 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",MEHMET SERDAR,VURAL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1112.7,Core 1.2 (8),8,10,30 / 30,Åžile,"-, -, -, -, -, -, -, -, -, -, -, -",STAFF,,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20, Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",School of Foreign Languages,12,NO	
PREP1122.1,Reading &amp	 Writing 1.2 (10),10,12,11 / 30,Åžile,"-, -, -, -, -, -, -, -, -",EBRU,Ã‡Ä°Ã‡EK Ã‡IRPICI,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
PREP1122.2,Reading &amp	 Writing 1.2 (10),10,12,11 / 30,Åžile,"-, -, -, -, -, -, -, -, -",HALÄ°L,AKTAN,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Cuma 11:30 - 12:20, Cuma 12:30 - 13:20",School of Foreign Languages,9,NO
